time;Si (?mol/L);Al (?mol/L)
0;-0.231678569;0.415827601
0.016666667;-0.109718354;0.484284121
0.033333333;0.092166231;0.613093237
0.05;0.341831689;0.719955954
0.066666667;0.502885346;0.804872272
0.083333333;0.704769931;0.873328792
0.1;0.858873642;0.96647501
0.116666667;1.052939539;1.040418129
0.133333333;1.263511555;1.218606642
0.15;1.521864445;1.366618856
0.166666667;1.740255149;1.569497067
0.183333333;2.006426727;1.73671238
0.2;2.257829671;1.816142099
0.216666667;2.572650865;1.881855319
0.233333333;2.864015994;2.249331519
0.25;3.228355547;2.553711824
0.266666667;3.528408108;2.751103435
0.283333333;3.900566349;2.910088848
0.3;4.184981533;3.318714546
0.316666667;4.542371141;3.656014448
0.333333333;4.811148948;4.14145254
0.35;5.15290118;4.544591638
0.366666667;5.421678987;4.772159547
0.383333333;5.764299961;4.958577959
0.4;5.985296895;5.551004745
0.416666667;6.254943446;6.044672736
0.433333333;6.508952619;6.623383023
0.45;6.828117529;7.106077815
0.466666667;7.122957631;7.739654098
0.483333333;7.490772156;8.266241688
0.5;7.826443186;8.90530457
0.516666667;8.244644814;9.434635459
0.533333333;8.532534971;10.09015814
0.55;8.894268294;10.63320553
0.566666667;9.206483259;11.32713441
0.583333333;9.602097565;11.90310139
0.6;9.898675153;12.77260146
0.616666667;10.26127722;13.49670664
0.633333333;10.68208508;14.16868912
0.65;11.21061709;14.72819631
0.666666667;11.60710014;15.55929018
0.683333333;12.10348865;16.25047575
0.7;12.38616634;17.09254282
0.716666667;12.74355595;17.7919583
0.733333333;13.08443944;18.78490686
0.75;13.51654096;19.61051413
0.766666667;13.76707516;20.5293936
0.783333333;14.08450258;21.29739157
0.8;14.42625482;22.15866174
0.816666667;14.86009382;22.87728031
0.833333333;15.21922092;23.84553917
0.85;15.67130353;24.64920005
0.866666667;16.05649292;25.6503785
0.883333333;16.54158777;26.48147237
0.9;16.88681497;27.55671993
0.916666667;17.31457277;28.45365299
0.933333333;17.65198129;29.58650984
0.95;18.07278915;30.52733571
0.966666667;18.30073603;31.64098946
0.983333333;18.58862618;32.56535552
1;18.90952858;33.68723917
1.016666667;19.3155678;34.62257843
1.033333333;19.67903861;35.73074559
1.05;20.13633368;36.64962505
1.066666667;20.45897356;37.63434371
1.083333333;20.8571941;38.45172108
1.1;21.16419661;39.52971193
1.116666667;21.54677977;40.4293883
1.133333333;21.87897582;41.46348636
1.15;22.29630871;42.32201322
1.166666667;22.62068608;43.30947518
1.183333333;23.03020027;44.13233915
1.2;23.35544638;45.09236811
1.216666667;23.75714189;45.89328569
1.233333333;24.10063161;46.98773634
1.25;24.52838941;47.8956426
1.266666667;24.80411717;49.01203965
1.283333333;25.14760688;49.94189232
1.3;25.40682852;51.06651927
1.316666667;25.72512468;52.00185853
1.333333333;26.01909604;53.09630918
1.35;26.3895168;54.00695875
1.366666667;26.70086302;55.1178692
1.383333333;27.08952738;56.04223526
1.4;27.38349874;56.95014153
1.416666667;27.74696955;57.704423
1.433333333;28.05918451;58.66445196
1.45;28.44958636;59.45988294
1.466666667;28.70185805;60.4281418
1.483333333;29.01494176;61.23454597
1.5;29.1898953;62.12324913
1.516666667;29.40915475;62.86381411
1.533333333;29.70486359;63.82384307
1.55;30.07962807;64.62476064
1.566666667;30.49782969;65.57381641
1.583333333;31.0202805;66.36650408
1.6;31.22216509;67.16742165
1.616666667;31.46835557;67.83666083
1.633333333;31.8361701;68.6869578
1.65;32.29085894;69.39460318
1.666666667;32.78985368;70.18729085
1.683333333;33.4113412;70.84830013
1.7;33.54546382;71.57514861
1.716666667;33.71433617;72.18129189
1.733333333;33.97008283;72.99592596
1.75;34.28837899;73.67065174
1.766666667;34.62318128;74.47705591
1.783333333;35.04659537;75.14629509
1.8;35.34751667;75.90880647
1.816666667;35.71880617;76.54238275
1.833333333;36.02059622;77.28569102
1.85;36.40144189;77.90555081
