time;Si (?mol/L);Al (?mol/L)
5.5;71.40997664;127.5990745
5.516666667;71.36491407;127.6429036
5.533333333;71.44929424;127.8293842
5.55;71.56147418;127.9856885
5.566666667;71.64585435;128.180399
5.583333333;71.74934686;128.3449332
5.6;71.9258138;128.4930076
5.616666667;72.14919287;128.6191357
5.633333333;72.19621708;128.8687122
5.65;72.2536662;129.0771392
5.666666667;72.37540232;129.3431755
5.683333333;72.52406948;129.5680623
5.7;72.51636287;129.6695006
5.716666667;72.49996883;129.7572225
5.733333333;72.63994856;129.869634
5.75;72.81728424;129.9628424
5.766666667;72.94857653;130.0203879
5.783333333;73.11635604;130.0697036
5.8;73.22940473;130.1848584
5.816666667;73.36938445;130.2835534
5.833333333;73.42683358;130.4096814
5.85;73.50252631;130.513863
5.866666667;73.4948197;130.620788
5.883333333;73.48711309;130.7085098
5.9;73.64620517;130.6371202
5.916666667;73.8426532;130.5794472
5.933333333;73.94614571;130.6973453
5.95;74.07743801;130.7960403
5.966666667;74.15313074;130.7877466
5.983333333;74.24793582;130.7821963
6;74.36098451;130.933014
6.016666667;74.49227681;131.0563987
6.033333333;74.54972593;131.1880133
6.05;74.62541867;131.2949382
6.066666667;74.70198014;131.3524838
6.083333333;74.79591648;131.3990561
6.1;74.92807752;131.4566016
6.116666667;75.08803834;131.5059172
6.133333333;75.17328724;131.6347886
6.15;75.28633593;131.7417135
6.166666667;75.37245358;131.8843013
6.183333333;75.4759461;132.0049427
6.2;75.5429514;131.950013
6.216666667;75.62820031;131.9033131
6.233333333;75.72387413;131.9443988
6.25;75.84647899;131.9772546
6.266666667;75.80141643;132.078693
6.283333333;75.73811026;132.1609282
6.3;75.87895873;132.2294469
6.316666667;76.04847572;132.2842491
6.333333333;76.15283698;132.4295802
6.35;76.27631058;132.552965
6.366666667;76.38067184;132.6708631
6.383333333;76.50414545;132.7668148
6.4;76.56159457;132.7173716
6.416666667;76.62859988;132.6761584
6.433333333;76.77031709;132.6952977
6.45;76.950259;132.714437
6.466666667;76.97990834;132.8597682
6.483333333;77.01911386;132.9831529
6.5;77.1330313;133.0324685
6.516666667;77.27474851;133.0762975
6.533333333;77.39822211;133.1969389
6.55;77.55036424;133.3011206
6.566666667;77.74854976;133.4985744
6.583333333;77.99451615;133.6658519
6.6;78.0241655;133.7535737
6.616666667;78.05381484;133.827579
6.633333333;78.08346419;133.9454772
6.65;78.12266971;134.0469155
6.666666667;78.26525567;133.9426063
6.683333333;78.44606632;133.8602436
6.7;78.58865227;133.9232757
6.716666667;78.75903801;133.9753346
6.733333333;78.87382418;134.013677
6.75;79.01727888;134.0437896
6.766666667;79.11295271;134.2302702
6.783333333;79.23729506;134.3865745
6.8;79.23827588;134.4770396
6.816666667;79.24012545;134.5537882
6.833333333;79.23241884;134.5070884
6.85;79.21515605;134.4713617
6.866666667;79.27347392;134.4274051
6.883333333;79.35090414;134.3916785
6.9;79.49435884;134.4245343
6.916666667;79.67516949;134.4546468
6.933333333;79.78995567;134.5780315
6.95;79.93341037;134.6822132
6.966666667;79.89703523;134.8577206
6.983333333;79.85197267;135.005795
7;79.87206584;135.1895323
7.016666667;79.90258393;135.3458366
7.033333333;79.97914541;135.5652368
7.05;80.0661318;135.7489742
7.066666667;80.15311819;135.9436847
7.083333333;80.25834819;136.1054756
7.1;80.29842246;136.2096572
7.116666667;80.33762798;136.297379
7.133333333;80.39594585;136.3988174
7.15;80.46381989;136.4837959
7.166666667;80.52213776;136.5166517
7.183333333;80.59956798;136.5440209
7.2;80.64919842;136.6235129
7.216666667;80.70751629;136.6920316
7.233333333;80.64334138;136.7248874
7.25;80.56874155;136.7549999
7.266666667;80.75997712;136.7933424
7.283333333;80.99812482;136.8261982
7.3;81.19891657;136.8947169
7.316666667;81.44748919;136.9550057
7.333333333;81.61005623;136.982375
7.35;81.81171672;137.0042576
7.366666667;81.79445394;137.0535732
7.383333333;81.77719115;137.0974022
7.4;81.74081602;137.0150395
7.416666667;81.69488471;136.9491365
7.433333333;81.73495898;136.9271263
7.45;81.77503324;136.9106028
7.466666667;81.84290729;136.9571751
7.483333333;81.92989368;136.9955175
7.5;82.02730499;137.0503198
7.516666667;82.14295991;137.0968921
7.533333333;82.20127778;137.0008128
7.55;82.27957674;136.91845
7.566666667;82.31878226;136.915643
7.583333333;82.3684127;136.9100926
7.6;82.51273614;137.0197608
7.616666667;82.68572811;137.1102259
7.633333333;82.6780215;137.2610437
7.65;82.67031489;137.3871717
7.666666667;82.8059509;137.4913533
7.683333333;82.97894287;137.5790751
7.7;82.99990478;137.6530805
7.716666667;83.03042287;137.7161126
7.733333333;83.11740926;137.809321
7.75;83.23393292;137.8860696
7.766666667;83.26445101;138.061577
7.783333333;83.30452528;138.2069082
7.8;83.36284315;138.2041011
7.816666667;83.43158594;138.201294
7.833333333;83.50032872;138.3329086
7.85;83.57862769;138.4453202
7.866666667;83.77160074;138.560475
7.883333333;84.00192976;138.65917
7.9;84.06111637;138.7276887
7.916666667;84.12985916;138.7879776
7.933333333;84.19860195;138.881186
7.95;84.28645708;138.9606779
7.966666667;84.27875047;139.0456564
7.983333333;84.27104386;139.1141751
8;84.358899;139.1031382
8.016666667;84.47629141;139.0948445
8.033333333;84.5068095;139.0207116
8.05;84.54688376;138.957552
8.066666667;84.65385125;139.1001398
8.083333333;84.77993108;139.2207812
8.1;84.82956152;139.5169938
8.116666667;84.88874813;139.7665703
8.133333333;84.96791584;139.9091582
8.15;85.05577098;140.0297996
8.166666667;85.04806437;139.985843
8.183333333;85.03080158;139.9501163
8.2;85.10910054;140.1969495
8.216666667;85.2073806;140.4026333
8.233333333;85.23789869;140.608317
8.25;85.27797295;140.7783378
8.266666667;85.40405279;140.8303967
8.283333333;85.56922607;140.876969
8.3;85.61972525;140.9235414
8.316666667;85.68846803;140.9646271
8.333333333;85.64253673;141.0797819
8.35;85.57662433;141.1757336
8.366666667;85.64623586;141.2963751
8.383333333;85.72453482;141.3950701
8.4;85.78459018;141.529428
8.416666667;85.85333296;141.6445828
8.433333333;85.9029634;141.7460211
8.45;85.97257493;141.833743
8.466666667;86.08041116;141.7925297
8.483333333;86.20735974;141.7595463
8.5;86.25699018;141.7320496
8.516666667;86.32660171;141.7127827
8.533333333;86.3571198;141.6359065
8.55;86.39719407;141.5754902
8.566666667;86.4668056;141.4794109
8.583333333;86.55552948;141.3997914
8.6;86.63382844;141.3338885
8.616666667;86.73210849;141.2789587
8.633333333;86.82083237;141.1691629
8.65;86.93822478;141.0785703
8.666666667;86.99828013;141.0620467
8.683333333;87.06789166;141.0482664
8.7;87.13663445;140.9878501
8.716666667;87.22535833;140.9384069
8.733333333;87.30452604;141.0261287
8.75;87.40367484;141.1028773
8.766666667;87.43419293;141.1686528
8.783333333;87.47513593;141.223455
8.8;87.57341599;141.2041881
8.816666667;87.69080839;141.1904078
8.833333333;87.7699761;141.4125514
8.85;87.8691249;141.5962887
8.866666667;87.97696112;141.7717961
8.883333333;88.11433462;141.9198705
8.9;88.10662801;142.0350253
8.916666667;88.0989214;142.1309771
8.933333333;88.29450069;142.2159556
8.95;88.54828577;142.2844743
8.966666667;88.7629774;142.4462652
8.983333333;89.02631866;142.5778798
9;89.21234177;142.6107357
